 log g Teff   ZR   Vel  a(CHEOPS)
 log g Teff   ZR   Vel  b(CHEOPS)
 log g Teff   ZR   Vel  xi(CHEOPS)
 2.50 12750.  0.0  8.0   0.1600
 2.50 12750.  0.0  8.0   0.3040
 2.50 12750.  0.0  8.0   0.0201
 3.00 12750.  0.0  8.0   0.1460
 3.00 12750.  0.0  8.0   0.2951
 3.00 12750.  0.0  8.0   0.0194
 3.50 12750.  0.0  8.0   0.1406
 3.50 12750.  0.0  8.0   0.2886
 3.50 12750.  0.0  8.0   0.0181
 4.00 12750.  0.0  8.0   0.1390
 4.00 12750.  0.0  8.0   0.2855
 4.00 12750.  0.0  8.0   0.0170
 4.50 12750.  0.0  8.0   0.1399
 4.50 12750.  0.0  8.0   0.2838
 4.50 12750.  0.0  8.0   0.0163
 5.00 12750.  0.0  8.0   0.1411
 5.00 12750.  0.0  8.0   0.2827
 5.00 12750.  0.0  8.0   0.0157
 2.50 13000.  0.0  8.0   0.1588
 2.50 13000.  0.0  8.0   0.3035
 2.50 13000.  0.0  8.0   0.0204
 3.00 13000.  0.0  8.0   0.1438
 3.00 13000.  0.0  8.0   0.2936
 3.00 13000.  0.0  8.0   0.0195
 3.50 13000.  0.0  8.0   0.1380
 3.50 13000.  0.0  8.0   0.2861
 3.50 13000.  0.0  8.0   0.0181
 4.00 13000.  0.0  8.0   0.1360
 4.00 13000.  0.0  8.0   0.2824
 4.00 13000.  0.0  8.0   0.0170
 4.50 13000.  0.0  8.0   0.1367
 4.50 13000.  0.0  8.0   0.2804
 4.50 13000.  0.0  8.0   0.0162
 5.00 13000.  0.0  8.0   0.1376
 5.00 13000.  0.0  8.0   0.2797
 5.00 13000.  0.0  8.0   0.0156
 2.50 14000.  0.0  8.0   0.1556
 2.50 14000.  0.0  8.0   0.3026
 2.50 14000.  0.0  8.0   0.0210
 3.00 14000.  0.0  8.0   0.1374
 3.00 14000.  0.0  8.0   0.2891
 3.00 14000.  0.0  8.0   0.0202
 3.50 14000.  0.0  8.0   0.1301
 3.50 14000.  0.0  8.0   0.2777
 3.50 14000.  0.0  8.0   0.0183
 4.00 14000.  0.0  8.0   0.1273
 4.00 14000.  0.0  8.0   0.2709
 4.00 14000.  0.0  8.0   0.0168
 4.50 14000.  0.0  8.0   0.1261
 4.50 14000.  0.0  8.0   0.2682
 4.50 14000.  0.0  8.0   0.0159
 5.00 14000.  0.0  8.0   0.1263
 5.00 14000.  0.0  8.0   0.2676
 5.00 14000.  0.0  8.0   0.0153
 2.50 15000.  0.0  8.0   0.1561
 2.50 15000.  0.0  8.0   0.3021
 2.50 15000.  0.0  8.0   0.0214
 3.00 15000.  0.0  8.0   0.1341
 3.00 15000.  0.0  8.0   0.2862
 3.00 15000.  0.0  8.0   0.0207
 3.50 15000.  0.0  8.0   0.1254
 3.50 15000.  0.0  8.0   0.2715
 3.50 15000.  0.0  8.0   0.0184
 4.00 15000.  0.0  8.0   0.1219
 4.00 15000.  0.0  8.0   0.2617
 4.00 15000.  0.0  8.0   0.0165
 4.50 15000.  0.0  8.0   0.1201
 4.50 15000.  0.0  8.0   0.2569
 4.50 15000.  0.0  8.0   0.0153
 5.00 15000.  0.0  8.0   0.1190
 5.00 15000.  0.0  8.0   0.2555
 5.00 15000.  0.0  8.0   0.0147
 2.50 16000.  0.0  8.0   0.1576
 2.50 16000.  0.0  8.0   0.3044
 2.50 16000.  0.0  8.0   0.0214
 3.00 16000.  0.0  8.0   0.1323
 3.00 16000.  0.0  8.0   0.2852
 3.00 16000.  0.0  8.0   0.0211
 3.50 16000.  0.0  8.0   0.1226
 3.50 16000.  0.0  8.0   0.2671
 3.50 16000.  0.0  8.0   0.0186
 4.00 16000.  0.0  8.0   0.1186
 4.00 16000.  0.0  8.0   0.2546
 4.00 16000.  0.0  8.0   0.0163
 4.50 16000.  0.0  8.0   0.1161
 4.50 16000.  0.0  8.0   0.2480
 4.50 16000.  0.0  8.0   0.0149
 5.00 16000.  0.0  8.0   0.1142
 5.00 16000.  0.0  8.0   0.2455
 5.00 16000.  0.0  8.0   0.0141
 2.50 17000.  0.0  8.0   0.1581
 2.50 17000.  0.0  8.0   0.3105
 2.50 17000.  0.0  8.0   0.0213
 3.00 17000.  0.0  8.0   0.1304
 3.00 17000.  0.0  8.0   0.2866
 3.00 17000.  0.0  8.0   0.0217
 3.50 17000.  0.0  8.0   0.1199
 3.50 17000.  0.0  8.0   0.2650
 3.50 17000.  0.0  8.0   0.0189
 4.00 17000.  0.0  8.0   0.1158
 4.00 17000.  0.0  8.0   0.2497
 4.00 17000.  0.0  8.0   0.0162
 4.50 17000.  0.0  8.0   0.1131
 4.50 17000.  0.0  8.0   0.2412
 4.50 17000.  0.0  8.0   0.0144
 5.00 17000.  0.0  8.0   0.1110
 5.00 17000.  0.0  8.0   0.2372
 5.00 17000.  0.0  8.0   0.0135
 3.00 18000.  0.0  8.0   0.1269
 3.00 18000.  0.0  8.0   0.2919
 3.00 18000.  0.0  8.0   0.0224
 3.50 18000.  0.0  8.0   0.1175
 3.50 18000.  0.0  8.0   0.2645
 3.50 18000.  0.0  8.0   0.0192
 4.00 18000.  0.0  8.0   0.1135
 4.00 18000.  0.0  8.0   0.2461
 4.00 18000.  0.0  8.0   0.0161
 4.50 18000.  0.0  8.0   0.1108
 4.50 18000.  0.0  8.0   0.2356
 4.50 18000.  0.0  8.0   0.0140
 5.00 18000.  0.0  8.0   0.1088
 5.00 18000.  0.0  8.0   0.2302
 5.00 18000.  0.0  8.0   0.0129
 3.00 19000.  0.0  8.0   0.1202
 3.00 19000.  0.0  8.0   0.3013
 3.00 19000.  0.0  8.0   0.0237
 3.50 19000.  0.0  8.0   0.1131
 3.50 19000.  0.0  8.0   0.2677
 3.50 19000.  0.0  8.0   0.0200
 4.00 19000.  0.0  8.0   0.1104
 4.00 19000.  0.0  8.0   0.2450
 4.00 19000.  0.0  8.0   0.0163
 4.50 19000.  0.0  8.0   0.1089
 4.50 19000.  0.0  8.0   0.2314
 4.50 19000.  0.0  8.0   0.0139
 5.00 19000.  0.0  8.0   0.1069
 5.00 19000.  0.0  8.0   0.2247
 5.00 19000.  0.0  8.0   0.0125
 3.00 20000.  0.0  8.0   0.1106
 3.00 20000.  0.0  8.0   0.3127
 3.00 20000.  0.0  8.0   0.0259
 3.50 20000.  0.0  8.0   0.1064
 3.50 20000.  0.0  8.0   0.2738
 3.50 20000.  0.0  8.0   0.0213
 4.00 20000.  0.0  8.0   0.1066
 4.00 20000.  0.0  8.0   0.2458
 4.00 20000.  0.0  8.0   0.0169
 4.50 20000.  0.0  8.0   0.1061
 4.50 20000.  0.0  8.0   0.2292
 4.50 20000.  0.0  8.0   0.0140
 5.00 20000.  0.0  8.0   0.1049
 5.00 20000.  0.0  8.0   0.2206
 5.00 20000.  0.0  8.0   0.0124
 3.00 21000.  0.0  8.0   0.1009
 3.00 21000.  0.0  8.0   0.3233
 3.00 21000.  0.0  8.0   0.0286
 3.50 21000.  0.0  8.0   0.0971
 3.50 21000.  0.0  8.0   0.2820
 3.50 21000.  0.0  8.0   0.0234
 4.00 21000.  0.0  8.0   0.1004
 4.00 21000.  0.0  8.0   0.2498
 4.00 21000.  0.0  8.0   0.0180
 4.50 21000.  0.0  8.0   0.1022
 4.50 21000.  0.0  8.0   0.2295
 4.50 21000.  0.0  8.0   0.0144
 5.00 21000.  0.0  8.0   0.1023
 5.00 21000.  0.0  8.0   0.2183
 5.00 21000.  0.0  8.0   0.0124
 3.00 22000.  0.0  8.0   0.0963
 3.00 22000.  0.0  8.0   0.3297
 3.00 22000.  0.0  8.0   0.0307
 3.50 22000.  0.0  8.0   0.0871
 3.50 22000.  0.0  8.0   0.2897
 3.50 22000.  0.0  8.0   0.0260
 4.00 22000.  0.0  8.0   0.0922
 4.00 22000.  0.0  8.0   0.2555
 4.00 22000.  0.0  8.0   0.0197
 4.50 22000.  0.0  8.0   0.0967
 4.50 22000.  0.0  8.0   0.2320
 4.50 22000.  0.0  8.0   0.0154
 5.00 22000.  0.0  8.0   0.0984
 5.00 22000.  0.0  8.0   0.2187
 5.00 22000.  0.0  8.0   0.0129
 3.00 23000.  0.0  8.0   0.0982
 3.00 23000.  0.0  8.0   0.3336
 3.00 23000.  0.0  8.0   0.0314
 3.50 23000.  0.0  8.0   0.0795
 3.50 23000.  0.0  8.0   0.2945
 3.50 23000.  0.0  8.0   0.0283
 4.00 23000.  0.0  8.0   0.0835
 4.00 23000.  0.0  8.0   0.2606
 4.00 23000.  0.0  8.0   0.0216
 4.50 23000.  0.0  8.0   0.0897
 4.50 23000.  0.0  8.0   0.2359
 4.50 23000.  0.0  8.0   0.0166
 5.00 23000.  0.0  8.0   0.0936
 5.00 23000.  0.0  8.0   0.2203
 5.00 23000.  0.0  8.0   0.0137
 3.00 24000.  0.0  8.0   0.1052
 3.00 24000.  0.0  8.0   0.3364
 3.00 24000.  0.0  8.0   0.0307
 3.50 24000.  0.0  8.0   0.0759
 3.50 24000.  0.0  8.0   0.2974
 3.50 24000.  0.0  8.0   0.0299
 4.00 24000.  0.0  8.0   0.0761
 4.00 24000.  0.0  8.0   0.2638
 4.00 24000.  0.0  8.0   0.0234
 4.50 24000.  0.0  8.0   0.0820
 4.50 24000.  0.0  8.0   0.2399
 4.50 24000.  0.0  8.0   0.0180
 5.00 24000.  0.0  8.0   0.0871
 5.00 24000.  0.0  8.0   0.2238
 5.00 24000.  0.0  8.0   0.0147
 3.50 25000.  0.0  8.0   0.0760
 3.50 25000.  0.0  8.0   0.2998
 3.50 25000.  0.0  8.0   0.0307
 4.00 25000.  0.0  8.0   0.0718
 4.00 25000.  0.0  8.0   0.2651
 4.00 25000.  0.0  8.0   0.0247
 4.50 25000.  0.0  8.0   0.0757
 4.50 25000.  0.0  8.0   0.2419
 4.50 25000.  0.0  8.0   0.0193
 5.00 25000.  0.0  8.0   0.0809
 5.00 25000.  0.0  8.0   0.2264
 5.00 25000.  0.0  8.0   0.0158
 3.50 26000.  0.0  8.0   0.0778
 3.50 26000.  0.0  8.0   0.3032
 3.50 26000.  0.0  8.0   0.0309
 4.00 26000.  0.0  8.0   0.0697
 4.00 26000.  0.0  8.0   0.2663
 4.00 26000.  0.0  8.0   0.0255
 4.50 26000.  0.0  8.0   0.0714
 4.50 26000.  0.0  8.0   0.2423
 4.50 26000.  0.0  8.0   0.0202
 5.00 26000.  0.0  8.0   0.0752
 5.00 26000.  0.0  8.0   0.2279
 5.00 26000.  0.0  8.0   0.0167
 3.50 27000.  0.0  8.0   0.0786
 3.50 27000.  0.0  8.0   0.3087
 3.50 27000.  0.0  8.0   0.0308
 4.00 27000.  0.0  8.0   0.0692
 4.00 27000.  0.0  8.0   0.2684
 4.00 27000.  0.0  8.0   0.0259
 4.50 27000.  0.0  8.0   0.0687
 4.50 27000.  0.0  8.0   0.2427
 4.50 27000.  0.0  8.0   0.0207
 5.00 27000.  0.0  8.0   0.0712
 5.00 27000.  0.0  8.0   0.2278
 5.00 27000.  0.0  8.0   0.0172
 3.50 28000.  0.0  8.0   0.0770
 3.50 28000.  0.0  8.0   0.3162
 3.50 28000.  0.0  8.0   0.0310
 4.00 28000.  0.0  8.0   0.0692
 4.00 28000.  0.0  8.0   0.2714
 4.00 28000.  0.0  8.0   0.0262
 4.50 28000.  0.0  8.0   0.0676
 4.50 28000.  0.0  8.0   0.2433
 4.50 28000.  0.0  8.0   0.0209
 5.00 28000.  0.0  8.0   0.0687
 5.00 28000.  0.0  8.0   0.2272
 5.00 28000.  0.0  8.0   0.0174
 3.50 29000.  0.0  8.0   0.0728
 3.50 29000.  0.0  8.0   0.3246
 3.50 29000.  0.0  8.0   0.0317
 4.00 29000.  0.0  8.0   0.0672
 4.00 29000.  0.0  8.0   0.2761
 4.00 29000.  0.0  8.0   0.0266
 4.50 29000.  0.0  8.0   0.0669
 4.50 29000.  0.0  8.0   0.2445
 4.50 29000.  0.0  8.0   0.0211
 5.00 29000.  0.0  8.0   0.0675
 5.00 29000.  0.0  8.0   0.2264
 5.00 29000.  0.0  8.0   0.0174
 3.50 30000.  0.0  8.0   0.0654
 3.50 30000.  0.0  8.0   0.3353
 3.50 30000.  0.0  8.0   0.0329
 4.00 30000.  0.0  8.0   0.0635
 4.00 30000.  0.0  8.0   0.2812
 4.00 30000.  0.0  8.0   0.0271
 4.50 30000.  0.0  8.0   0.0650
 4.50 30000.  0.0  8.0   0.2468
 4.50 30000.  0.0  8.0   0.0213
 5.00 30000.  0.0  8.0   0.0662
 5.00 30000.  0.0  8.0   0.2263
 5.00 30000.  0.0  8.0   0.0174
 4.00 31000.  0.0  8.0   0.0580
 4.00 31000.  0.0  8.0   0.2863
 4.00 31000.  0.0  8.0   0.0281
 4.50 31000.  0.0  8.0   0.0622
 4.50 31000.  0.0  8.0   0.2486
 4.50 31000.  0.0  8.0   0.0215
 5.00 31000.  0.0  8.0   0.0645
 5.00 31000.  0.0  8.0   0.2262
 5.00 31000.  0.0  8.0   0.0173
 4.00 32000.  0.0  8.0   0.0500
 4.00 32000.  0.0  8.0   0.2928
 4.00 32000.  0.0  8.0   0.0295
 4.50 32000.  0.0  8.0   0.0581
 4.50 32000.  0.0  8.0   0.2502
 4.50 32000.  0.0  8.0   0.0219
 5.00 32000.  0.0  8.0   0.0622
 5.00 32000.  0.0  8.0   0.2256
 5.00 32000.  0.0  8.0   0.0172
 4.00 33000.  0.0  8.0   0.0412
 4.00 33000.  0.0  8.0   0.2994
 4.00 33000.  0.0  8.0   0.0315
 4.50 33000.  0.0  8.0   0.0525
 4.50 33000.  0.0  8.0   0.2521
 4.50 33000.  0.0  8.0   0.0225
 5.00 33000.  0.0  8.0   0.0592
 5.00 33000.  0.0  8.0   0.2243
 5.00 33000.  0.0  8.0   0.0171
 4.00 34000.  0.0  8.0   0.0326
 4.00 34000.  0.0  8.0   0.3052
 4.00 34000.  0.0  8.0   0.0341
 4.50 34000.  0.0  8.0   0.0453
 4.50 34000.  0.0  8.0   0.2547
 4.50 34000.  0.0  8.0   0.0235
 5.00 34000.  0.0  8.0   0.0546
 5.00 34000.  0.0  8.0   0.2237
 5.00 34000.  0.0  8.0   0.0171
 4.00 35000.  0.0  8.0   0.0255
 4.00 35000.  0.0  8.0   0.3096
 4.00 35000.  0.0  8.0   0.0366
 4.50 35000.  0.0  8.0   0.0378
 4.50 35000.  0.0  8.0   0.2566
 4.50 35000.  0.0  8.0   0.0249
 5.00 35000.  0.0  8.0   0.0492
 5.00 35000.  0.0  8.0   0.2231
 5.00 35000.  0.0  8.0   0.0174
 4.00 36000.  0.0  8.0   0.0206
 4.00 36000.  0.0  8.0   0.3130
 4.00 36000.  0.0  8.0   0.0387
 4.50 36000.  0.0  8.0   0.0300
 4.50 36000.  0.0  8.0   0.2583
 4.50 36000.  0.0  8.0   0.0264
 5.00 36000.  0.0  8.0   0.0431
 5.00 36000.  0.0  8.0   0.2224
 5.00 36000.  0.0  8.0   0.0179
 4.50 37000.  0.0  8.0   0.0246
 4.50 37000.  0.0  8.0   0.2578
 4.50 37000.  0.0  8.0   0.0279
 5.00 37000.  0.0  8.0   0.0371
 5.00 37000.  0.0  8.0   0.2209
 5.00 37000.  0.0  8.0   0.0187
 4.50 38000.  0.0  8.0   0.0207
 4.50 38000.  0.0  8.0   0.2571
 4.50 38000.  0.0  8.0   0.0291
 5.00 38000.  0.0  8.0   0.0320
 5.00 38000.  0.0  8.0   0.2185
 5.00 38000.  0.0  8.0   0.0194
 4.50 39000.  0.0  8.0   0.0179
 4.50 39000.  0.0  8.0   0.2570
 4.50 39000.  0.0  8.0   0.0300
 5.00 39000.  0.0  8.0   0.0281
 5.00 39000.  0.0  8.0   0.2158
 5.00 39000.  0.0  8.0   0.0200
 4.50 40000.  0.0  8.0   0.0161
 4.50 40000.  0.0  8.0   0.2574
 4.50 40000.  0.0  8.0   0.0308
 5.00 40000.  0.0  8.0   0.0251
 5.00 40000.  0.0  8.0   0.2136
 5.00 40000.  0.0  8.0   0.0205
 4.50 41000.  0.0  8.0   0.0139
 4.50 41000.  0.0  8.0   0.2592
 4.50 41000.  0.0  8.0   0.0316
 5.00 41000.  0.0  8.0   0.0230
 5.00 41000.  0.0  8.0   0.2120
 5.00 41000.  0.0  8.0   0.0208
 4.50 42000.  0.0  8.0   0.0122
 4.50 42000.  0.0  8.0   0.2611
 4.50 42000.  0.0  8.0   0.0324
 5.00 42000.  0.0  8.0   0.0213
 5.00 42000.  0.0  8.0   0.2113
 5.00 42000.  0.0  8.0   0.0212
 5.00 43000.  0.0  8.0   0.0196
 5.00 43000.  0.0  8.0   0.2112
 5.00 43000.  0.0  8.0   0.0216
 5.00 44000.  0.0  8.0   0.0180
 5.00 44000.  0.0  8.0   0.2116
 5.00 44000.  0.0  8.0   0.0220
 5.00 45000.  0.0  8.0   0.0166
 5.00 45000.  0.0  8.0   0.2119
 5.00 45000.  0.0  8.0   0.0225
 5.00 46000.  0.0  8.0   0.0148
 5.00 46000.  0.0  8.0   0.2127
 5.00 46000.  0.0  8.0   0.0229
 5.00 47000.  0.0  8.0   0.0129
 5.00 47000.  0.0  8.0   0.2138
 5.00 47000.  0.0  8.0   0.0234
 5.00 48000.  0.0  8.0   0.0115
 5.00 48000.  0.0  8.0   0.2146
 5.00 48000.  0.0  8.0   0.0240
 5.00 49000.  0.0  8.0   0.0097
 5.00 49000.  0.0  8.0   0.2159
 5.00 49000.  0.0  8.0   0.0246
 5.00 50000.  0.0  8.0   0.0080
 5.00 50000.  0.0  8.0   0.2174
 5.00 50000.  0.0  8.0   0.0252
 0.00  3500.  0.1  2.0   0.9132
 0.00  3500.  0.1  2.0  -0.1010
 0.00  3500.  0.1  2.0   0.0151
 0.50  3500.  0.1  2.0   0.9106
 0.50  3500.  0.1  2.0  -0.1036
 0.50  3500.  0.1  2.0   0.0158
 1.00  3500.  0.1  2.0   0.9019
 1.00  3500.  0.1  2.0  -0.1018
 1.00  3500.  0.1  2.0   0.0161
 1.50  3500.  0.1  2.0   0.8891
 1.50  3500.  0.1  2.0  -0.0967
 1.50  3500.  0.1  2.0   0.0160
 2.00  3500.  0.1  2.0   0.8741
 2.00  3500.  0.1  2.0  -0.0892
 2.00  3500.  0.1  2.0   0.0155
 2.50  3500.  0.1  2.0   0.8564
 2.50  3500.  0.1  2.0  -0.0781
 2.50  3500.  0.1  2.0   0.0147
 3.00  3500.  0.1  2.0   0.8259
 3.00  3500.  0.1  2.0  -0.0526
 3.00  3500.  0.1  2.0   0.0131
 3.50  3500.  0.1  2.0   0.7057
 3.50  3500.  0.1  2.0   0.0603
 3.50  3500.  0.1  2.0   0.0102
 4.00  3500.  0.1  2.0   0.5392
 4.00  3500.  0.1  2.0   0.2131
 4.00  3500.  0.1  2.0   0.0090
 4.50  3500.  0.1  2.0   0.4261
 4.50  3500.  0.1  2.0   0.3099
 4.50  3500.  0.1  2.0   0.0107
 5.00  3500.  0.1  2.0   0.3624
 5.00  3500.  0.1  2.0   0.3588
 5.00  3500.  0.1  2.0   0.0132
 0.00  3750.  0.1  2.0   0.8572
 0.00  3750.  0.1  2.0  -0.0522
 0.00  3750.  0.1  2.0   0.0086
 0.50  3750.  0.1  2.0   0.8644
 0.50  3750.  0.1  2.0  -0.0597
 0.50  3750.  0.1  2.0   0.0088
 1.00  3750.  0.1  2.0   0.8696
 1.00  3750.  0.1  2.0  -0.0683
 1.00  3750.  0.1  2.0   0.0090
 1.50  3750.  0.1  2.0   0.8717
 1.50  3750.  0.1  2.0  -0.0759
 1.50  3750.  0.1  2.0   0.0091
 2.00  3750.  0.1  2.0   0.8709
 2.00  3750.  0.1  2.0  -0.0819
 2.00  3750.  0.1  2.0   0.0092
 2.50  3750.  0.1  2.0   0.8660
 2.50  3750.  0.1  2.0  -0.0847
 2.50  3750.  0.1  2.0   0.0092
 3.00  3750.  0.1  2.0   0.8555
 3.00  3750.  0.1  2.0  -0.0821
 3.00  3750.  0.1  2.0   0.0091
 3.50  3750.  0.1  2.0   0.8146
 3.50  3750.  0.1  2.0  -0.0493
 3.50  3750.  0.1  2.0   0.0084
 4.00  3750.  0.1  2.0   0.6580
 4.00  3750.  0.1  2.0   0.0931
 4.00  3750.  0.1  2.0   0.0077
 4.50  3750.  0.1  2.0   0.4586
 4.50  3750.  0.1  2.0   0.2679
 4.50  3750.  0.1  2.0   0.0104
 5.00  3750.  0.1  2.0   0.3379
 5.00  3750.  0.1  2.0   0.3646
 5.00  3750.  0.1  2.0   0.0159
 0.00  4000.  0.1  2.0   0.7924
 0.00  4000.  0.1  2.0  -0.0030
 0.00  4000.  0.1  2.0   0.0069
 0.50  4000.  0.1  2.0   0.7964
 0.50  4000.  0.1  2.0  -0.0040
 0.50  4000.  0.1  2.0   0.0074
 1.00  4000.  0.1  2.0   0.8009
 1.00  4000.  0.1  2.0  -0.0079
 1.00  4000.  0.1  2.0   0.0077
 1.50  4000.  0.1  2.0   0.8034
 1.50  4000.  0.1  2.0  -0.0118
 1.50  4000.  0.1  2.0   0.0077
 2.00  4000.  0.1  2.0   0.8059
 2.00  4000.  0.1  2.0  -0.0173
 2.00  4000.  0.1  2.0   0.0073
 2.50  4000.  0.1  2.0   0.8085
 2.50  4000.  0.1  2.0  -0.0246
 2.50  4000.  0.1  2.0   0.0068
 3.00  4000.  0.1  2.0   0.8091
 3.00  4000.  0.1  2.0  -0.0312
 3.00  4000.  0.1  2.0   0.0062
 3.50  4000.  0.1  2.0   0.8049
 3.50  4000.  0.1  2.0  -0.0343
 3.50  4000.  0.1  2.0   0.0058
 4.00  4000.  0.1  2.0   0.7596
 4.00  4000.  0.1  2.0   0.0010
 4.00  4000.  0.1  2.0   0.0055
 4.50  4000.  0.1  2.0   0.5954
 4.50  4000.  0.1  2.0   0.1439
 4.50  4000.  0.1  2.0   0.0076
 5.00  4000.  0.1  2.0   0.4047
 5.00  4000.  0.1  2.0   0.3018
 5.00  4000.  0.1  2.0   0.0146
 0.00  4250.  0.1  2.0   0.7337
 0.00  4250.  0.1  2.0   0.0359
 0.00  4250.  0.1  2.0   0.0055
 0.50  4250.  0.1  2.0   0.7350
 0.50  4250.  0.1  2.0   0.0392
 0.50  4250.  0.1  2.0   0.0060
 1.00  4250.  0.1  2.0   0.7389
 1.00  4250.  0.1  2.0   0.0371
 1.00  4250.  0.1  2.0   0.0065
 1.50  4250.  0.1  2.0   0.7411
 1.50  4250.  0.1  2.0   0.0349
 1.50  4250.  0.1  2.0   0.0067
 2.00  4250.  0.1  2.0   0.7437
 2.00  4250.  0.1  2.0   0.0311
 2.00  4250.  0.1  2.0   0.0067
 2.50  4250.  0.1  2.0   0.7462
 2.50  4250.  0.1  2.0   0.0265
 2.50  4250.  0.1  2.0   0.0066
 3.00  4250.  0.1  2.0   0.7473
 3.00  4250.  0.1  2.0   0.0225
 3.00  4250.  0.1  2.0   0.0063
 3.50  4250.  0.1  2.0   0.7479
 3.50  4250.  0.1  2.0   0.0181
 3.50  4250.  0.1  2.0   0.0059
 4.00  4250.  0.1  2.0   0.7446
 4.00  4250.  0.1  2.0   0.0165
 4.00  4250.  0.1  2.0   0.0053
 4.50  4250.  0.1  2.0   0.7037
 4.50  4250.  0.1  2.0   0.0488
 4.50  4250.  0.1  2.0   0.0052
 5.00  4250.  0.1  2.0   0.5602
 5.00  4250.  0.1  2.0   0.1697
 5.00  4250.  0.1  2.0   0.0088
 0.00  4500.  0.1  2.0   0.6787
 0.00  4500.  0.1  2.0   0.0694
 0.00  4500.  0.1  2.0   0.0046
 0.50  4500.  0.1  2.0   0.6760
 0.50  4500.  0.1  2.0   0.0778
 0.50  4500.  0.1  2.0   0.0052
 1.00  4500.  0.1  2.0   0.6794
 1.00  4500.  0.1  2.0   0.0780
 1.00  4500.  0.1  2.0   0.0056
 1.50  4500.  0.1  2.0   0.6805
 1.50  4500.  0.1  2.0   0.0780
 1.50  4500.  0.1  2.0   0.0057
 2.00  4500.  0.1  2.0   0.6845
 2.00  4500.  0.1  2.0   0.0738
 2.00  4500.  0.1  2.0   0.0056
 2.50  4500.  0.1  2.0   0.6884
 2.50  4500.  0.1  2.0   0.0686
 2.50  4500.  0.1  2.0   0.0055
 3.00  4500.  0.1  2.0   0.6921
 3.00  4500.  0.1  2.0   0.0628
 3.00  4500.  0.1  2.0   0.0053
 3.50  4500.  0.1  2.0   0.6943
 3.50  4500.  0.1  2.0   0.0581
 3.50  4500.  0.1  2.0   0.0051
 4.00  4500.  0.1  2.0   0.6947
 4.00  4500.  0.1  2.0   0.0549
 4.00  4500.  0.1  2.0   0.0049
 4.50  4500.  0.1  2.0   0.6919
 4.50  4500.  0.1  2.0   0.0545
 4.50  4500.  0.1  2.0   0.0046
 5.00  4500.  0.1  2.0   0.6602
 5.00  4500.  0.1  2.0   0.0802
 5.00  4500.  0.1  2.0   0.0047
 0.00  4750.  0.1  2.0   0.6215
 0.00  4750.  0.1  2.0   0.1050
 0.00  4750.  0.1  2.0   0.0042
 0.50  4750.  0.1  2.0   0.6185
 0.50  4750.  0.1  2.0   0.1145
 0.50  4750.  0.1  2.0   0.0049
 1.00  4750.  0.1  2.0   0.6207
 1.00  4750.  0.1  2.0   0.1170
 1.00  4750.  0.1  2.0   0.0052
 1.50  4750.  0.1  2.0   0.6214
 1.50  4750.  0.1  2.0   0.1185
 1.50  4750.  0.1  2.0   0.0055
 2.00  4750.  0.1  2.0   0.6253
 2.00  4750.  0.1  2.0   0.1158
 2.00  4750.  0.1  2.0   0.0054
 2.50  4750.  0.1  2.0   0.6277
 2.50  4750.  0.1  2.0   0.1133
 2.50  4750.  0.1  2.0   0.0052
 3.00  4750.  0.1  2.0   0.6332
 3.00  4750.  0.1  2.0   0.1070
 3.00  4750.  0.1  2.0   0.0049
 3.50  4750.  0.1  2.0   0.6384
 3.50  4750.  0.1  2.0   0.1003
 3.50  4750.  0.1  2.0   0.0047
 4.00  4750.  0.1  2.0   0.6416
 4.00  4750.  0.1  2.0   0.0952
 4.00  4750.  0.1  2.0   0.0044
 4.50  4750.  0.1  2.0   0.6425
 4.50  4750.  0.1  2.0   0.0921
 4.50  4750.  0.1  2.0   0.0041
 5.00  4750.  0.1  2.0   0.6408
 5.00  4750.  0.1  2.0   0.0916
 5.00  4750.  0.1  2.0   0.0039
 0.00  5000.  0.1  2.0   0.5606
 0.00  5000.  0.1  2.0   0.1423
 0.00  5000.  0.1  2.0   0.0047
 0.50  5000.  0.1  2.0   0.5610
 0.50  5000.  0.1  2.0   0.1502
 0.50  5000.  0.1  2.0   0.0052
 1.00  5000.  0.1  2.0   0.5647
 1.00  5000.  0.1  2.0   0.1529
 1.00  5000.  0.1  2.0   0.0053
 1.50  5000.  0.1  2.0   0.5622
 1.50  5000.  0.1  2.0   0.1581
 1.50  5000.  0.1  2.0   0.0056
 2.00  5000.  0.1  2.0   0.5653
 2.00  5000.  0.1  2.0   0.1573
 2.00  5000.  0.1  2.0   0.0055
 2.50  5000.  0.1  2.0   0.5671
 2.50  5000.  0.1  2.0   0.1562
 2.50  5000.  0.1  2.0   0.0054
 3.00  5000.  0.1  2.0   0.5740
 3.00  5000.  0.1  2.0   0.1499
 3.00  5000.  0.1  2.0   0.0051
 3.50  5000.  0.1  2.0   0.5809
 3.50  5000.  0.1  2.0   0.1429
 3.50  5000.  0.1  2.0   0.0048
 4.00  5000.  0.1  2.0   0.5846
 4.00  5000.  0.1  2.0   0.1386
 4.00  5000.  0.1  2.0   0.0045
 4.50  5000.  0.1  2.0   0.5879
 4.50  5000.  0.1  2.0   0.1344
 4.50  5000.  0.1  2.0   0.0042
 5.00  5000.  0.1  2.0   0.5890
 5.00  5000.  0.1  2.0   0.1321
 5.00  5000.  0.1  2.0   0.0039
 0.00  5250.  0.1  2.0   0.5045
